User_ID,Age,Gender,Education_Level,Employment_Status,Household_Income,Location_Type,Basic_Computer_Knowledge_Score,Internet_Usage_Score,Mobile_Literacy_Score,Post_Training_Basic_Computer_Knowledge_Score,Post_Training_Internet_Usage_Score,Post_Training_Mobile_Literacy_Score,Modules_Completed,Average_Time_Per_Module,Quiz_Performance,Session_Count,Engagement_Level,Adaptability_Score,Feedback_Rating,Skill_Application,Employment_Impact,Overall_Literacy_Score
U0644,45,Male,High School,Farmer,Medium,Rural,9,32,45,58,65,66,7,19.15,71,30,High,97,1,87,Yes,62.5
U0645,41,Female,High School,Unemployed,Low,Rural,23,1,41,69,21,69,11,23.69,85,28,Medium,93,3,69,No,54.6
U0646,56,Male,High School,Unemployed,Low,Rural,41,46,7,71,74,31,11,15.06,84,28,Medium,94,2,55,Yes,59.9
U0647,49,Female,Primary,Other,High,Rural,15,50,32,55,97,82,5,21.77,71,11,High,54,3,86,Yes,75.7
U0648,19,Male,Primary,Student,Low,Rural,21,43,34,54,82,55,6,29.41,76,11,Low,62,2,84,No,62.7
U0649,24,Female,Primary,Other,Low,Rural,19,13,23,65,40,72,14,28.11,66,24,High,81,3,64,No,59.6
U0650,44,Male,Secondary,Farmer,Low,Rural,6,6,45,38,54,86,12,26.93,65,21,Medium,69,1,73,Yes,57.2
U0651,19,Female,Secondary,Unemployed,Low,Semi-Rural,36,38,1,65,67,36,6,11.02,93,28,High,54,2,100,Yes,56.9
U0652,52,Female,Primary,Student,High,Rural,35,21,35,82,54,59,9,10.11,67,25,Low,61,4,72,Yes,66.7
U0653,55,Male,Secondary,Self-Employed,Low,Rural,30,43,42,79,79,62,11,26.92,75,11,Low,79,1,73,Yes,73.9
U0654,27,Other,Primary,Unemployed,High,Rural,13,30,10,54,63,34,7,22.52,66,18,Low,100,5,58,Yes,50.7
U0655,61,Female,None,Student,Low,Semi-Rural,36,4,18,79,50,50,15,26.7,100,19,Low,51,5,67,Yes,61.6
U0656,31,Female,Primary,Farmer,Low,Rural,22,24,39,67,65,71,5,12.62,91,25,Medium,86,2,56,No,67.6
U0657,49,Female,None,Unemployed,High,Semi-Rural,32,37,2,55,64,42,5,28.36,82,27,Medium,70,2,68,No,53.8
U0658,61,Male,Secondary,Self-Employed,Low,Semi-Rural,49,36,50,81,81,81,15,30.0,96,15,Low,57,2,97,No,81.0
U0659,59,Other,High School,Unemployed,Low,Rural,3,20,31,30,53,60,7,10.51,85,21,Low,66,1,58,No,45.9
U0660,25,Male,Primary,Farmer,Low,Rural,27,9,23,65,55,43,10,26.83,72,25,Medium,83,1,70,No,55.4
U0661,19,Female,High School,Unemployed,Low,Semi-Rural,37,10,17,83,49,48,7,18.59,71,23,Medium,79,4,69,No,62.3
U0662,38,Male,Secondary,Unemployed,Medium,Rural,38,49,50,61,92,84,13,28.27,95,21,Medium,95,3,55,No,77.2
U0663,53,Female,High School,Student,High,Rural,10,14,38,47,44,84,8,28.14,69,29,Medium,66,5,90,No,57.2
U0664,50,Female,Secondary,Unemployed,Medium,Rural,17,20,8,37,64,29,13,14.1,94,20,Medium,99,2,59,No,42.7
U0665,51,Male,Primary,Self-Employed,Low,Rural,27,17,41,55,44,85,15,10.78,77,28,Low,59,4,90,No,60.7
U0666,18,Male,None,Farmer,Low,Rural,20,1,0,63,37,30,15,15.01,87,11,Medium,68,1,84,No,45.3
U0667,39,Male,High School,Farmer,Medium,Semi-Rural,16,48,8,45,92,58,10,26.1,100,26,Medium,66,3,86,No,63.0
U0668,35,Female,None,Other,Medium,Rural,37,12,11,67,47,43,6,25.19,81,10,Low,92,4,95,No,53.8
U0669,31,Other,High School,Unemployed,Low,Rural,24,44,48,73,94,81,6,21.47,89,22,Low,67,1,55,Yes,81.7
U0670,60,Male,None,Unemployed,Low,Semi-Rural,24,4,37,48,36,59,7,10.17,64,28,Low,87,4,95,Yes,47.7
U0671,21,Female,Secondary,Other,Medium,Rural,42,17,16,72,41,40,11,29.53,76,22,High,75,5,68,No,53.1
U0672,23,Male,None,Unemployed,Low,Rural,34,40,42,81,73,65,6,16.12,67,10,Low,87,1,81,No,73.8
U0673,40,Female,Primary,Unemployed,Low,Rural,14,12,46,63,44,92,11,13.46,79,29,Low,91,1,67,No,66.0
U0674,63,Other,None,Farmer,Low,Rural,30,11,6,79,53,39,15,12.86,78,28,High,68,3,51,Yes,59.2
U0675,59,Female,None,Farmer,Low,Rural,15,41,14,57,88,39,12,17.06,73,13,Medium,90,3,52,Yes,60.9
U0676,21,Female,None,Unemployed,Low,Rural,17,24,29,52,54,62,9,22.6,64,30,Low,97,1,93,No,55.6
U0677,47,Female,Secondary,Other,Low,Rural,23,28,47,66,71,82,6,11.18,79,28,High,90,3,86,No,72.3
U0678,31,Male,Primary,Student,High,Semi-Rural,37,15,41,75,62,79,7,15.69,96,11,Medium,72,4,60,No,72.3
U0679,46,Male,High School,Other,High,Rural,9,48,20,51,85,60,12,12.24,96,14,Low,83,2,60,No,63.9
U0680,59,Male,Secondary,Unemployed,Medium,Semi-Rural,4,16,21,50,39,57,7,19.32,67,11,Low,65,2,77,No,48.8
U0681,29,Female,Primary,Unemployed,Low,Rural,44,16,2,69,43,48,6,27.63,81,26,Medium,59,1,85,No,54.9
U0682,25,Male,Primary,Unemployed,Medium,Rural,7,2,22,34,24,62,14,29.12,63,20,Low,89,2,54,No,39.4
U0683,51,Female,High School,Farmer,Low,Semi-Rural,35,16,15,74,50,56,11,16.95,70,30,Low,71,3,81,Yes,61.4
U0684,42,Female,Primary,Other,High,Semi-Rural,18,26,44,64,51,91,8,14.56,80,30,High,60,3,74,No,68.2
U0685,26,Male,High School,Self-Employed,Low,Semi-Rural,13,6,35,61,26,56,10,13.99,76,20,Medium,81,5,90,No,49.0
U0686,49,Other,High School,Farmer,Medium,Rural,45,26,29,95,64,53,8,10.62,76,11,Medium,54,2,56,No,73.1
U0687,57,Female,High School,Farmer,Low,Semi-Rural,36,2,37,86,27,58,15,15.07,74,18,Medium,94,1,84,No,59.9
U0688,56,Male,None,Farmer,Low,Semi-Rural,34,50,19,70,84,40,6,12.3,62,22,Low,72,5,85,No,65.2
U0689,29,Male,High School,Unemployed,Low,Semi-Rural,10,26,50,34,76,78,5,19.71,82,10,High,65,3,55,No,59.8
U0690,55,Other,Primary,Student,Medium,Rural,1,33,0,39,71,36,6,17.75,76,24,Medium,84,3,83,Yes,47.7
U0691,57,Male,Secondary,Student,Low,Semi-Rural,8,49,26,52,73,74,8,13.47,69,16,Low,52,3,96,No,64.9
U0692,62,Male,None,Self-Employed,High,Semi-Rural,12,30,20,37,72,51,10,27.89,94,24,Medium,53,4,66,No,51.7
U0693,58,Male,Secondary,Unemployed,Low,Rural,2,45,1,23,80,51,8,10.56,98,29,Medium,58,4,84,No,48.5
U0694,43,Female,None,Student,High,Rural,27,19,46,66,53,90,14,10.53,71,26,Low,66,1,99,No,69.3
U0695,27,Female,High School,Student,Low,Rural,24,29,8,57,65,42,8,27.82,84,20,Medium,90,4,62,Yes,54.9
U0696,34,Male,High School,Other,Low,Rural,37,1,42,67,21,78,13,13.73,93,15,High,53,1,82,Yes,56.5
U0697,47,Male,Primary,Student,Low,Rural,6,32,0,44,67,34,10,27.0,98,18,Medium,95,5,89,No,47.9
U0698,39,Female,Primary,Farmer,Low,Rural,9,11,36,36,49,72,5,25.25,98,30,Medium,90,1,60,No,50.7
U0699,19,Male,None,Unemployed,Medium,Rural,18,45,37,42,76,70,5,14.57,67,15,Medium,55,3,83,No,60.6
U0700,45,Other,High School,Unemployed,Low,Rural,44,2,20,65,40,55,8,19.66,75,18,Medium,70,3,81,No,54.5
U0701,35,Female,None,Self-Employed,Low,Rural,39,17,9,80,45,30,7,19.74,89,17,Medium,83,4,96,No,54.5
U0702,46,Male,High School,Other,Low,Rural,18,41,6,48,74,31,12,17.47,98,20,High,70,3,64,No,50.7
U0703,45,Male,Primary,Student,Low,Rural,17,6,13,42,46,45,5,26.81,77,20,Medium,84,4,59,No,44.1
U0704,51,Other,None,Unemployed,Medium,Rural,49,22,23,84,57,56,11,21.2,72,12,Low,63,5,82,Yes,67.5
U0705,42,Other,Secondary,Unemployed,Low,Rural,27,50,5,67,89,40,13,21.76,70,28,Medium,58,4,98,No,65.5
U0706,56,Male,None,Self-Employed,High,Semi-Rural,42,30,28,82,63,48,7,15.78,90,22,Medium,69,1,81,No,66.1
U0707,50,Male,Primary,Other,Medium,Rural,7,36,27,45,68,76,15,14.8,69,24,High,67,4,80,No,61.2
U0708,34,Male,High School,Farmer,Medium,Rural,49,30,47,86,74,75,10,12.34,62,14,Medium,59,3,51,Yes,79.1
U0709,45,Male,Secondary,Other,Medium,Rural,36,18,39,86,64,68,7,25.76,82,15,Low,69,3,94,No,74.0
U0710,43,Female,Primary,Student,Low,Rural,33,14,13,72,34,50,15,10.33,79,20,Medium,79,5,85,No,54.0
U0711,47,Male,None,Unemployed,Low,Rural,27,37,46,77,84,91,8,11.38,74,10,Low,93,2,96,No,83.3
U0712,59,Male,Primary,Student,Low,Rural,19,10,8,45,55,45,15,26.08,60,19,Medium,61,5,88,No,48.0
U0713,39,Female,High School,Self-Employed,Low,Semi-Rural,25,3,49,73,25,76,13,29.83,85,29,Medium,87,3,64,No,59.5
U0714,58,Male,High School,Unemployed,Low,Rural,48,17,14,80,42,48,11,26.15,91,11,Medium,69,5,78,Yes,59.0
U0715,20,Female,None,Other,Medium,Semi-Rural,3,9,22,35,30,50,13,21.31,69,30,Medium,70,4,94,Yes,38.0
U0716,25,Male,Primary,Farmer,High,Rural,12,43,45,39,80,69,7,15.01,65,23,Low,99,1,67,No,60.3
U0717,45,Female,Secondary,Unemployed,Medium,Rural,44,48,26,88,69,61,10,22.75,86,20,Low,51,1,88,Yes,74.2
U0718,60,Male,Secondary,Student,Medium,Semi-Rural,8,44,34,35,87,57,12,19.73,94,30,High,100,5,84,No,57.2
U0719,52,Female,Secondary,Student,Low,Rural,30,0,24,69,32,74,15,10.51,73,27,Low,59,1,82,No,59.4
U0720,30,Female,Primary,Unemployed,Medium,Rural,2,46,24,27,77,72,5,13.55,61,19,Medium,69,2,95,No,55.5
U0721,52,Female,Primary,Unemployed,Low,Rural,44,9,49,80,51,97,5,10.33,95,18,Medium,75,3,95,Yes,76.4
U0722,49,Female,Primary,Farmer,Low,Rural,9,19,8,51,48,45,11,20.91,99,20,High,84,3,88,Yes,48.3
U0723,34,Other,None,Farmer,Medium,Rural,6,33,16,53,82,61,5,19.26,93,28,Medium,71,3,92,No,64.1
U0724,54,Female,None,Other,Low,Rural,47,9,21,67,52,54,13,15.64,93,19,Low,99,1,86,Yes,58.6
U0725,55,Female,Primary,Farmer,Low,Rural,29,8,48,59,37,81,11,19.3,77,28,Medium,61,2,59,No,59.0
U0726,29,Female,None,Self-Employed,High,Semi-Rural,6,0,45,51,29,91,12,20.0,87,22,Low,85,3,78,Yes,56.4
U0727,23,Male,None,Student,Low,Rural,47,29,4,96,62,51,6,22.65,91,27,Low,98,2,59,No,72.3
U0728,46,Other,Primary,Student,Low,Rural,32,43,43,68,79,71,9,26.09,85,25,Low,58,5,93,No,72.2
U0729,36,Male,Secondary,Other,High,Semi-Rural,41,42,8,74,78,54,15,16.99,68,22,High,52,4,63,Yes,69.2
U0730,46,Male,None,Farmer,Medium,Rural,27,1,0,69,25,32,9,10.45,90,24,Low,98,1,91,No,44.7
U0731,64,Female,Secondary,Unemployed,Medium,Rural,2,0,18,36,46,54,13,17.07,74,16,Low,79,1,66,No,44.4
U0732,56,Other,Primary,Student,Low,Rural,40,44,13,82,79,60,14,17.57,77,15,Medium,93,1,86,No,74.5
U0733,34,Female,Primary,Student,Medium,Rural,1,8,29,47,43,56,13,29.5,98,29,Medium,69,4,92,No,48.5
U0734,54,Other,None,Self-Employed,Medium,Semi-Rural,31,11,15,59,45,52,7,12.43,84,26,Medium,52,4,57,No,52.7
U0735,31,Male,None,Other,Low,Rural,2,13,48,35,40,77,5,24.03,65,21,Low,75,3,87,No,49.1
U0736,51,Female,Secondary,Other,Low,Rural,42,30,38,65,61,87,7,26.6,65,25,Medium,53,2,73,No,70.4
U0737,45,Male,High School,Self-Employed,Low,Rural,10,7,36,45,44,64,8,23.04,96,11,High,52,1,86,Yes,50.4
U0738,22,Female,Secondary,Farmer,Low,Semi-Rural,49,20,14,98,41,45,12,12.24,67,18,Low,81,4,85,No,65.0
U0739,20,Male,Secondary,Other,Low,Rural,37,21,6,62,55,31,8,29.21,64,10,Medium,71,3,98,No,50.6
U0740,21,Other,Secondary,Unemployed,Low,Rural,13,4,41,52,24,68,15,28.7,93,21,High,64,1,80,No,48.4
U0741,29,Female,None,Farmer,Low,Rural,43,32,16,91,63,44,12,10.59,81,18,Medium,89,5,77,Yes,68.5
U0742,48,Female,Secondary,Other,Low,Semi-Rural,38,4,45,79,25,75,8,23.95,100,29,High,65,5,82,No,61.6
U0743,47,Male,Secondary,Self-Employed,Medium,Rural,35,11,35,58,58,83,12,12.75,91,29,High,90,4,95,No,65.5
U0744,28,Other,Secondary,Farmer,Low,Rural,0,27,29,33,53,72,13,15.26,63,13,High,53,2,78,No,50.7
U0745,63,Other,None,Unemployed,Medium,Semi-Rural,36,27,50,68,48,79,14,21.51,76,16,Medium,84,2,58,No,65.3
U0746,45,Male,High School,Student,Low,Semi-Rural,24,19,12,60,54,46,15,17.75,93,22,Low,55,2,77,Yes,54.0
U0747,60,Male,High School,Other,High,Rural,6,4,8,34,43,30,14,21.61,64,16,High,95,2,88,Yes,35.5
U0748,50,Female,Secondary,Self-Employed,Low,Semi-Rural,23,30,17,70,76,65,12,20.35,61,25,Low,73,3,69,No,70.3
U0749,27,Female,High School,Unemployed,Medium,Semi-Rural,8,50,23,54,76,53,12,23.92,91,12,High,67,1,74,No,60.3
U0750,18,Male,None,Other,Medium,Rural,15,5,17,37,51,62,11,19.7,81,26,Low,66,4,69,Yes,48.7
U0751,22,Male,None,Farmer,Low,Semi-Rural,9,38,14,31,62,39,14,11.17,80,17,Medium,77,4,75,Yes,42.7
U0752,26,Female,Secondary,Self-Employed,Medium,Semi-Rural,17,48,3,61,85,23,9,12.39,91,23,Medium,90,5,62,Yes,56.8
U0753,50,Male,Primary,Other,Low,Rural,45,16,41,89,64,86,5,21.48,71,10,Medium,71,1,70,No,80.6
U0754,32,Female,Primary,Other,Low,Rural,5,9,17,48,54,47,7,10.45,87,23,Medium,69,3,91,Yes,49.5
U0755,36,Female,Secondary,Farmer,High,Semi-Rural,19,14,36,56,47,71,11,18.35,67,18,Medium,98,3,98,No,57.8
U0756,45,Female,Primary,Unemployed,Medium,Rural,46,46,35,82,88,83,6,12.03,67,28,Low,73,4,73,No,84.1
U0757,23,Female,Primary,Student,High,Rural,17,41,36,54,90,58,11,17.03,78,21,High,54,5,82,No,66.0
U0758,54,Female,None,Farmer,Medium,Semi-Rural,21,29,23,65,61,45,11,28.85,96,13,Medium,76,4,89,Yes,57.8
U0759,34,Female,High School,Other,Low,Rural,23,37,4,47,87,52,9,17.21,93,30,Low,71,3,84,Yes,60.5
U0760,51,Other,Secondary,Student,Medium,Semi-Rural,50,15,27,75,37,74,5,19.74,98,14,Medium,69,5,95,No,63.3
U0761,24,Female,High School,Self-Employed,Low,Rural,7,50,29,28,71,61,9,23.57,76,12,High,61,4,87,No,50.8
U0762,40,Female,Primary,Self-Employed,Low,Rural,27,44,10,67,85,32,5,17.13,92,24,High,54,4,64,No,61.9
U0763,25,Male,Secondary,Unemployed,Low,Rural,27,42,27,69,81,69,8,11.33,73,24,Low,68,5,58,Yes,72.6
U0764,26,Female,High School,Farmer,Medium,Semi-Rural,20,39,1,42,82,39,6,20.88,97,11,Low,65,4,92,No,53.1
U0765,24,Female,High School,Student,Low,Rural,31,29,35,68,61,68,9,14.23,85,20,Low,68,1,60,No,65.9
U0766,34,Male,High School,Other,Low,Rural,5,30,36,50,80,61,6,16.88,72,11,High,54,1,79,Yes,62.3
U0767,30,Male,None,Self-Employed,High,Rural,48,3,34,76,35,82,13,19.4,84,12,Low,73,4,74,Yes,65.5
U0768,61,Male,High School,Self-Employed,High,Rural,4,39,16,37,87,44,7,24.79,76,13,High,74,2,68,No,54.1
U0769,25,Female,Primary,Other,Low,Rural,30,42,24,72,87,70,6,16.83,73,16,Medium,94,1,75,No,75.9
U0770,56,Male,Primary,Other,Low,Rural,23,1,4,47,41,28,13,24.79,96,16,Medium,76,5,71,No,39.5
U0771,52,Female,Primary,Student,Low,Rural,50,41,3,89,81,49,14,28.03,63,15,Low,74,3,75,No,74.6
U0772,24,Male,Primary,Unemployed,High,Semi-Rural,47,2,5,83,48,25,5,16.03,87,12,High,95,5,81,No,55.1
U0773,29,Male,None,Unemployed,Medium,Rural,28,48,31,73,94,77,6,16.5,65,22,High,59,3,70,No,80.5
U0774,46,Female,High School,Farmer,High,Rural,25,25,38,65,52,71,15,13.56,86,23,Medium,89,2,92,No,62.9
U0775,51,Female,Secondary,Student,Low,Rural,29,8,15,73,58,65,14,17.07,90,22,Medium,86,5,73,No,66.1
U0776,23,Female,Primary,Unemployed,High,Rural,19,8,20,63,55,64,11,24.38,93,30,High,68,4,66,Yes,60.9
U0777,26,Female,Primary,Farmer,Low,Rural,43,7,21,90,46,51,14,14.71,99,26,Medium,79,5,58,No,65.1
U0778,62,Male,Primary,Student,Medium,Semi-Rural,26,43,16,58,80,42,15,29.57,98,21,Low,63,4,73,No,59.8
U0779,29,Female,Secondary,Student,Low,Semi-Rural,18,36,17,38,77,64,13,20.62,86,20,High,57,4,65,Yes,57.5
U0780,42,Male,None,Self-Employed,High,Rural,4,15,41,43,46,91,7,16.64,73,30,Low,68,5,78,No,58.3
U0781,26,Male,None,Farmer,Medium,Rural,19,36,10,59,79,32,14,22.44,94,12,Low,93,3,90,No,56.9
U0782,55,Male,None,Other,Low,Semi-Rural,21,43,43,42,78,76,9,26.42,64,12,Medium,78,2,95,No,63.0
U0783,60,Female,Primary,Student,Low,Rural,6,46,35,47,71,60,8,13.41,97,12,Medium,97,5,69,No,58.1
U0784,48,Female,High School,Self-Employed,Low,Rural,5,11,31,52,43,79,8,17.62,91,30,High,55,1,69,No,57.4
U0785,51,Male,High School,Unemployed,Medium,Semi-Rural,44,15,28,81,62,67,5,25.38,68,27,Medium,81,5,96,No,71.1
U0786,40,Female,High School,Unemployed,Medium,Semi-Rural,4,32,12,41,56,50,7,19.51,72,21,High,99,3,96,No,48.2
U0787,59,Female,High School,Self-Employed,High,Semi-Rural,44,20,16,80,54,60,12,13.17,92,22,High,75,1,80,No,66.2
U0788,61,Female,Primary,Farmer,Medium,Rural,2,49,39,49,97,88,5,17.19,82,19,Low,92,5,66,No,75.1
U0789,57,Male,Secondary,Unemployed,Medium,Rural,38,26,24,68,56,49,14,17.15,75,22,Medium,83,5,98,No,58.7
U0790,32,Male,Secondary,Farmer,High,Semi-Rural,30,8,1,70,37,34,7,28.92,62,12,Low,95,4,95,No,49.3
U0791,18,Male,Secondary,Other,Low,Rural,34,42,19,80,63,55,10,18.65,64,27,Low,63,4,98,No,67.4
U0792,61,Male,High School,Self-Employed,Medium,Semi-Rural,49,25,7,93,56,44,8,13.33,61,20,Medium,53,5,61,No,67.2
U0793,50,Other,Secondary,Farmer,High,Semi-Rural,31,45,47,51,66,78,10,27.22,72,30,Medium,92,2,79,No,63.6
U0794,21,Male,Primary,Other,Low,Semi-Rural,4,2,49,46,36,91,6,14.07,95,12,High,65,5,88,Yes,56.5
U0795,54,Female,Secondary,Unemployed,Low,Rural,37,42,21,63,91,44,7,12.03,61,24,Low,66,1,58,No,65.7
U0796,19,Female,Primary,Other,High,Rural,27,5,37,65,35,86,6,19.2,76,20,Medium,88,1,57,No,62.3
U0797,36,Male,Secondary,Student,Medium,Semi-Rural,27,27,8,63,77,46,13,22.89,77,17,Low,100,3,54,No,62.1
U0798,22,Female,None,Self-Employed,Medium,Rural,40,20,48,82,42,86,12,29.84,64,27,Low,89,3,87,No,71.2
U0799,23,Female,None,Farmer,Low,Rural,11,11,36,33,59,64,14,13.44,64,13,Low,96,2,53,No,50.1
U0800,20,Male,Primary,Self-Employed,Medium,Rural,16,45,0,37,71,32,8,28.22,79,22,Medium,63,2,63,Yes,45.7
U0801,55,Male,High School,Other,Low,Rural,5,36,29,55,86,50,12,28.24,63,17,Medium,76,5,92,No,62.8
U0802,62,Male,High School,Unemployed,Low,Rural,46,29,14,82,56,52,12,12.15,74,22,Low,87,5,79,No,65.2
U0803,49,Female,Secondary,Farmer,Low,Semi-Rural,40,34,31,87,64,67,14,14.85,64,23,High,98,2,98,Yes,74.1
U0804,63,Female,Secondary,Student,Low,Rural,46,13,38,68,63,67,11,29.96,62,28,High,62,3,75,No,66.2
U0805,27,Male,Primary,Other,Low,Rural,4,50,1,54,92,28,5,18.46,67,14,High,58,2,64,Yes,57.6
U0806,38,Female,Primary,Farmer,Low,Semi-Rural,31,0,46,69,38,88,5,21.69,78,10,Low,54,2,57,Yes,65.4
U0807,35,Male,None,Farmer,Medium,Semi-Rural,30,21,21,52,48,64,12,21.19,92,15,Medium,79,5,64,No,54.4
U0808,46,Female,Secondary,Unemployed,Low,Rural,17,16,12,55,37,60,15,18.85,70,18,Low,58,2,82,Yes,51.1
U0809,46,Female,Secondary,Unemployed,Low,Rural,12,49,18,38,92,65,13,15.22,83,19,High,53,2,84,No,62.3
U0810,23,Male,Primary,Self-Employed,Medium,Rural,43,8,15,76,53,36,13,19.33,93,13,Low,98,2,98,Yes,57.1
U0811,43,Female,Secondary,Unemployed,Low,Rural,18,20,42,43,61,64,7,14.35,94,21,Low,68,2,52,Yes,54.7
U0812,46,Female,Secondary,Unemployed,High,Semi-Rural,35,28,5,72,55,32,12,17.89,81,10,Medium,100,2,65,No,54.9
U0813,27,Female,None,Farmer,Low,Semi-Rural,22,44,45,59,87,85,12,22.48,98,11,Medium,58,2,66,No,75.2
U0814,19,Male,Secondary,Self-Employed,Medium,Rural,35,19,44,63,68,70,13,10.64,97,15,Low,62,2,78,No,66.6
U0815,19,Male,None,Other,High,Semi-Rural,20,36,20,46,69,54,14,25.99,86,12,Medium,57,4,50,Yes,55.3
U0816,36,Female,Primary,Student,High,Rural,10,29,26,50,57,46,13,20.5,100,15,Medium,85,4,54,Yes,50.9
U0817,31,Male,High School,Other,High,Rural,5,7,13,46,28,62,11,15.16,74,13,High,76,1,57,Yes,45.4
U0818,33,Male,None,Student,Low,Rural,0,0,23,33,23,72,12,17.31,96,23,Medium,56,5,51,Yes,41.7
U0819,29,Male,Primary,Unemployed,Low,Semi-Rural,38,36,38,71,73,80,8,11.95,73,13,Low,78,2,75,No,74.3
U0820,59,Female,Primary,Unemployed,Medium,Rural,41,48,16,87,79,50,15,15.18,92,28,Medium,64,1,75,No,73.5
U0821,42,Female,High School,Farmer,Medium,Rural,13,30,8,33,54,44,5,21.78,96,10,Medium,62,3,85,Yes,42.6
U0822,18,Female,Secondary,Farmer,Low,Rural,7,20,40,32,40,76,11,15.66,65,28,Low,74,5,74,No,47.6
U0823,38,Male,Primary,Unemployed,Low,Rural,48,48,31,77,78,55,14,16.2,91,27,Medium,100,2,99,Yes,70.7
U0824,42,Female,None,Unemployed,Low,Rural,11,21,30,35,57,75,9,25.63,80,18,High,65,3,67,No,53.6
U0825,27,Female,Primary,Student,Low,Semi-Rural,18,23,47,47,72,79,13,29.36,92,17,Medium,63,2,64,No,64.1
U0826,40,Male,Primary,Student,High,Semi-Rural,23,31,23,71,56,68,15,22.88,81,10,Low,88,5,98,No,65.6
U0827,62,Male,Primary,Farmer,Medium,Semi-Rural,26,18,31,61,43,73,8,10.38,78,30,Low,87,4,88,No,59.2
U0828,30,Male,Primary,Unemployed,High,Semi-Rural,24,29,27,61,57,50,7,22.59,82,24,Medium,62,3,61,Yes,56.5
U0829,57,Female,Secondary,Student,Low,Semi-Rural,36,41,16,80,63,66,13,12.6,98,24,High,52,1,88,No,70.7
U0830,26,Male,Primary,Other,Medium,Rural,32,8,29,70,58,65,5,22.19,90,24,High,72,2,56,No,64.9
U0831,51,Female,None,Self-Employed,High,Rural,37,11,27,81,48,66,10,14.3,95,24,Medium,88,3,80,No,66.6
U0832,38,Female,High School,Unemployed,Low,Semi-Rural,8,22,24,52,62,66,7,20.64,82,16,Low,60,2,74,No,59.2
U0833,46,Male,High School,Student,Medium,Rural,48,28,3,72,54,44,7,24.46,64,12,Low,66,2,80,No,58.2
U0834,63,Female,Primary,Student,Low,Rural,13,5,41,33,25,67,14,14.23,85,13,Medium,77,2,88,Yes,40.8
U0835,63,Female,None,Student,Low,Rural,5,39,30,54,68,77,15,12.82,100,28,Medium,86,2,51,Yes,65.1
U0836,44,Female,Primary,Unemployed,Low,Semi-Rural,19,20,40,64,63,83,15,13.89,65,21,Medium,64,2,55,No,69.4
U0837,27,Male,High School,Self-Employed,Low,Rural,0,3,37,21,38,63,7,25.21,82,15,Medium,80,4,61,No,38.7
U0838,37,Male,Primary,Farmer,Low,Semi-Rural,23,21,3,69,63,38,15,19.89,69,11,Medium,59,5,73,No,57.9
U0839,61,Male,Secondary,Unemployed,Low,Rural,20,6,18,60,53,55,11,12.6,94,24,Medium,66,2,98,No,56.4
U0840,26,Female,Primary,Self-Employed,Low,Rural,7,49,18,36,72,47,11,29.41,68,28,Low,50,3,55,No,50.1
U0841,22,Female,Secondary,Farmer,Low,Rural,48,7,49,87,45,91,12,15.05,70,23,Medium,78,3,74,Yes,75.6
U0842,45,Female,Primary,Other,Low,Semi-Rural,26,25,21,69,54,62,9,22.2,76,25,Low,77,1,77,No,62.4
U0843,18,Female,Primary,Self-Employed,Medium,Rural,49,36,0,90,71,21,6,17.6,74,20,Medium,67,3,82,No,63.6
U0844,25,Female,Secondary,Farmer,Low,Rural,24,11,15,46,47,35,14,24.16,76,15,High,66,2,89,No,43.0
U0845,43,Male,Primary,Farmer,High,Rural,39,33,34,67,59,57,10,19.22,96,22,High,74,5,50,No,61.6
U0846,50,Male,Primary,Other,Low,Semi-Rural,1,14,37,22,49,77,14,29.04,81,16,Medium,97,2,87,Yes,46.6
U0847,50,Female,Primary,Self-Employed,High,Rural,1,29,35,36,77,66,10,25.19,70,13,Low,96,4,92,Yes,57.3
U0848,24,Female,Primary,Farmer,Medium,Rural,22,38,4,62,59,47,5,17.82,60,12,Medium,89,1,87,No,56.6
U0849,31,Male,None,Student,Low,Rural,10,39,45,36,74,76,6,28.49,84,16,Low,75,4,63,No,59.4
U0850,28,Female,High School,Unemployed,Medium,Semi-Rural,41,48,50,62,83,78,6,26.36,83,22,Medium,86,4,95,No,73.1
U0851,19,Male,Primary,Other,Low,Rural,22,50,6,70,99,48,9,17.47,100,27,Low,55,2,50,No,72.1
U0852,61,Female,Secondary,Unemployed,High,Rural,0,20,44,24,45,78,10,11.72,69,30,Medium,76,3,63,No,46.5
U0853,46,Female,Primary,Self-Employed,High,Semi-Rural,15,35,19,45,79,56,13,22.35,93,13,Low,97,5,72,Yes,58.5
U0854,23,Female,Secondary,Student,Medium,Semi-Rural,0,13,1,36,62,30,10,11.76,74,14,Low,74,3,69,Yes,42.0
U0855,21,Male,High School,Other,Low,Rural,24,30,29,74,61,69,13,10.27,74,30,Low,75,5,96,Yes,68.6
U0856,49,Male,Secondary,Self-Employed,Low,Semi-Rural,24,3,0,64,27,42,15,13.7,64,24,Medium,92,3,70,No,46.3
U0857,53,Female,Secondary,Farmer,Low,Rural,4,34,35,49,69,69,14,15.93,90,26,Low,68,5,52,No,61.0
U0858,59,Male,High School,Farmer,Low,Rural,50,14,24,94,38,58,14,24.09,84,26,Medium,69,1,74,No,66.4
U0859,29,Female,None,Unemployed,Low,Rural,34,13,0,82,51,47,8,13.36,98,26,Medium,60,1,81,Yes,62.2
